date,pageviews,country,iso_code,region,device,session_duration,bounce_rate
2019-07-01,493,United States,USA,North America,Tablet,74.26,0.2623
2019-07-01,4351,United States,USA,North America,Tablet,85.37,0.2757
2019-07-01,3035,Germany,DEU,Europe,Mobile,102.82,0.3587
2019-07-02,619,France,FRA,Europe,Mobile,47.0,0.234
2019-07-02,2452,France,FRA,Europe,Desktop,170.47,0.3373
2019-07-02,656,China,CHN,Asia,Desktop,140.75,0.3263
2019-07-02,4043,South Africa,ZAF,Africa,Desktop,90.24,0.232
2019-07-02,611,China,CHN,Asia,Mobile,80.94,0.3777
2019-07-02,3999,China,CHN,Asia,Mobile,93.76,0.4555
2019-07-02,640,Nigeria,NGA,Africa,Desktop,114.22,0.2671
2019-07-02,1985,Australia,AUS,Oceania,Desktop,91.22,0.4528
2019-07-02,3799,Brazil,BRA,South America,Mobile,68.47,0.425
2019-07-02,995,France,FRA,Europe,Tablet,12.33,0.3976
2019-07-03,1823,United States,USA,North America,Tablet,150.26,0.3122
2019-07-03,4485,Japan,JPN,Asia,Tablet,34.82,0.4965
2019-07-03,4690,India,IND,Asia,Desktop,114.6,0.4736
2019-07-03,4871,France,FRA,Europe,Desktop,121.8,0.3455
2019-07-03,3082,Nigeria,NGA,Africa,Desktop,139.19,0.279
2019-07-03,687,Brazil,BRA,South America,Desktop,114.67,0.2531
2019-07-04,306,Brazil,BRA,South America,Desktop,124.52,0.452
2019-07-04,2812,China,CHN,Asia,Tablet,40.81,0.3478
2019-07-04,2468,Mexico,MEX,North America,Desktop,156.89,0.3595
2019-07-04,791,India,IND,Asia,Desktop,123.92,0.4346
2019-07-04,410,Australia,AUS,Oceania,Desktop,186.49,0.3026
2019-07-04,7510,China,CHN,Asia,Desktop,99.48,0.2742
2019-07-04,340,China,CHN,Asia,Tablet,73.76,0.4904
2019-07-04,1664,India,IND,Asia,Desktop,71.13,0.2358
2019-07-04,3283,Mexico,MEX,North America,Desktop,162.04,0.2157
2019-07-05,1001,Brazil,BRA,South America,Tablet,66.96,0.2076
2019-07-05,230,United States,USA,North America,Mobile,95.35,0.4331
2019-07-05,83,India,IND,Asia,Mobile,74.25,0.2355
2019-07-05,2197,United States,USA,North America,Desktop,125.02,0.2605
2019-07-05,1140,China,CHN,Asia,Desktop,162.44,0.4879
2019-07-05,1920,Australia,AUS,Oceania,Desktop,88.01,0.4523
2019-07-05,6208,Brazil,BRA,South America,Desktop,169.46,0.4886
2019-07-05,764,Canada,CAN,North America,Mobile,68.16,0.3194
2019-07-05,195,India,IND,Asia,Desktop,178.21,0.2142
2019-07-05,203,Germany,DEU,Europe,Desktop,153.39,0.4949
2019-07-05,5356,United States,USA,North America,Desktop,88.87,0.3424
2019-07-06,4088,Brazil,BRA,South America,Desktop,108.3,0.3836
2019-07-06,4193,Nigeria,NGA,Africa,Mobile,182.3,0.3667
2019-07-06,875,Brazil,BRA,South America,Desktop,122.17,0.3824
2019-07-06,565,United Kingdom,GBR,Europe,Tablet,77.59,0.3986
2019-07-06,2633,Nigeria,NGA,Africa,Desktop,105.19,0.4926
2019-07-06,3669,India,IND,Asia,Mobile,44.94,0.2933
2019-07-06,990,France,FRA,Europe,Desktop,111.09,0.4451
2019-07-06,2250,Brazil,BRA,South America,Tablet,107.69,0.3261
2019-07-06,481,France,FRA,Europe,Mobile,57.56,0.4073
2019-07-07,981,Nigeria,NGA,Africa,Mobile,147.16,0.2637
2019-07-07,9271,Germany,DEU,Europe,Mobile,141.95,0.3862
2019-07-07,3092,India,IND,Asia,Desktop,115.58,0.4792
2019-07-07,496,United States,USA,North America,Desktop,145.88,0.2704
2019-07-07,5674,United Kingdom,GBR,Europe,Desktop,79.45,0.4748
2019-07-08,3281,China,CHN,Asia,Desktop,120.21,0.4553
2019-07-08,1460,Brazil,BRA,South America,Mobile,101.36,0.4887
2019-07-08,2949,Nigeria,NGA,Africa,Mobile,5.0,0.2284
2019-07-08,143,Japan,JPN,Asia,Mobile,99.9,0.2307
2019-07-08,4641,Germany,DEU,Europe,Tablet,30.84,0.4952
2019-07-08,324,India,IND,Asia,Mobile,121.88,0.2812
2019-07-08,997,Nigeria,NGA,Africa,Desktop,118.05,0.3945
2019-07-08,267,Australia,AUS,Oceania,Mobile,33.38,0.3522
2019-07-08,4045,Brazil,BRA,South America,Mobile,126.94,0.3561
2019-07-08,1679,Japan,JPN,Asia,Desktop,126.67,0.3135
2019-07-09,4648,Brazil,BRA,South America,Desktop,53.85,0.3471
2019-07-09,149,United Kingdom,GBR,Europe,Tablet,53.45,0.4047
2019-07-09,1985,United Kingdom,GBR,Europe,Mobile,113.84,0.4152
2019-07-09,1250,Canada,CAN,North America,Desktop,151.69,0.4102
2019-07-09,4449,China,CHN,Asia,Mobile,185.79,0.2828
2019-07-09,653,India,IND,Asia,Tablet,103.78,0.3361
2019-07-09,82,Mexico,MEX,North America,Mobile,66.78,0.4602
2019-07-09,4176,Germany,DEU,Europe,Mobile,46.16,0.2687
2019-07-09,1131,Australia,AUS,Oceania,Desktop,109.22,0.2475
2019-07-09,1145,Nigeria,NGA,Africa,Desktop,159.02,0.4581
2019-07-10,807,Brazil,BRA,South America,Mobile,37.04,0.4078
2019-07-10,6815,South Africa,ZAF,Africa,Desktop,132.63,0.3435
2019-07-10,2326,France,FRA,Europe,Desktop,100.82,0.4051
2019-07-10,615,Australia,AUS,Oceania,Desktop,109.18,0.202
2019-07-10,7206,Canada,CAN,North America,Desktop,145.16,0.4016
2019-07-10,121,South Africa,ZAF,Africa,Tablet,150.82,0.3734
2019-07-10,1499,Canada,CAN,North America,Desktop,135.29,0.3292
2019-07-11,740,South Africa,ZAF,Africa,Mobile,70.49,0.4069
2019-07-11,2215,Brazil,BRA,South America,Desktop,107.74,0.4981
2019-07-11,4099,Nigeria,NGA,Africa,Mobile,112.69,0.4123
2019-07-11,1040,United Kingdom,GBR,Europe,Mobile,87.19,0.2485
2019-07-11,1612,Mexico,MEX,North America,Desktop,155.7,0.4694
2019-07-11,900,France,FRA,Europe,Desktop,83.34,0.2833
2019-07-11,2279,Canada,CAN,North America,Mobile,69.82,0.2546
2019-07-11,4407,France,FRA,Europe,Mobile,69.26,0.391
2019-07-11,796,Germany,DEU,Europe,Desktop,142.81,0.4824
2019-07-11,1730,Brazil,BRA,South America,Mobile,122.37,0.2893
2019-07-12,208,Mexico,MEX,North America,Desktop,79.0,0.2134
2019-07-12,7504,Brazil,BRA,South America,Mobile,105.88,0.3931
2019-07-12,437,China,CHN,Asia,Desktop,100.92,0.3928
2019-07-12,117,Australia,AUS,Oceania,Desktop,135.02,0.4611
2019-07-12,6717,Canada,CAN,North America,Desktop,188.37,0.4343
2019-07-12,1787,India,IND,Asia,Mobile,101.91,0.2079
2019-07-12,2772,Germany,DEU,Europe,Desktop,54.19,0.2917
2019-07-13,19,France,FRA,Europe,Tablet,71.72,0.3521
2019-07-13,3669,Brazil,BRA,South America,Desktop,111.45,0.4512
2019-07-13,1175,United States,USA,North America,Mobile,80.47,0.2266
2019-07-13,4216,France,FRA,Europe,Mobile,136.67,0.3747
2019-07-13,4099,Japan,JPN,Asia,Mobile,103.48,0.3991
2019-07-13,418,France,FRA,Europe,Mobile,91.93,0.2861
2019-07-13,1334,Australia,AUS,Oceania,Desktop,97.6,0.228
2019-07-13,1868,China,CHN,Asia,Mobile,37.49,0.3121
2019-07-13,278,South Africa,ZAF,Africa,Desktop,126.65,0.2048
2019-07-13,2226,China,CHN,Asia,Desktop,127.29,0.2889
2019-07-14,513,Mexico,MEX,North America,Mobile,124.11,0.2675
2019-07-14,8649,Mexico,MEX,North America,Desktop,100.89,0.3586
2019-07-14,1292,India,IND,Asia,Desktop,190.77,0.4383
2019-07-14,3093,China,CHN,Asia,Desktop,83.33,0.4257
2019-07-14,4572,France,FRA,Europe,Desktop,132.76,0.2124
2019-07-14,112,United Kingdom,GBR,Europe,Desktop,134.22,0.3905
2019-07-14,676,China,CHN,Asia,Desktop,91.87,0.2914
2019-07-14,1030,United States,USA,North America,Desktop,88.59,0.2308
2019-07-15,5340,Japan,JPN,Asia,Desktop,139.25,0.4104
2019-07-15,10427,South Africa,ZAF,Africa,Desktop,103.49,0.3718
2019-07-15,2535,South Africa,ZAF,Africa,Tablet,89.6,0.4708
2019-07-15,448,Australia,AUS,Oceania,Desktop,129.0,0.2373
2019-07-15,1439,Australia,AUS,Oceania,Desktop,125.62,0.4482
2019-07-16,1958,United States,USA,North America,Mobile,116.2,0.232
2019-07-16,329,Japan,JPN,Asia,Mobile,88.91,0.3139
2019-07-16,74,South Africa,ZAF,Africa,Desktop,138.3,0.4348
2019-07-16,5077,China,CHN,Asia,Desktop,156.65,0.4242
2019-07-16,3469,Germany,DEU,Europe,Desktop,91.78,0.3614
2019-07-16,1786,India,IND,Asia,Desktop,109.08,0.3038
2019-07-16,5399,China,CHN,Asia,Mobile,105.43,0.3321
2019-07-16,947,Germany,DEU,Europe,Desktop,144.66,0.4689
2019-07-16,1460,France,FRA,Europe,Mobile,32.6,0.4775
2019-07-17,718,United Kingdom,GBR,Europe,Desktop,120.71,0.4436
2019-07-17,8363,United Kingdom,GBR,Europe,Mobile,56.89,0.4654
2019-07-17,2185,Brazil,BRA,South America,Mobile,126.39,0.2643
2019-07-17,614,India,IND,Asia,Mobile,29.46,0.4088
2019-07-17,1336,China,CHN,Asia,Desktop,54.57,0.4849
2019-07-17,1197,South Africa,ZAF,Africa,Tablet,30.29,0.4598
2019-07-17,1671,South Africa,ZAF,Africa,Mobile,116.28,0.2033
2019-07-17,2757,Nigeria,NGA,Africa,Mobile,151.78,0.334
2019-07-17,750,United States,USA,North America,Desktop,127.27,0.4689
2019-07-17,655,France,FRA,Europe,Mobile,78.13,0.4799
2019-07-18,4680,Japan,JPN,Asia,Desktop,109.96,0.3289
2019-07-18,281,China,CHN,Asia,Mobile,155.64,0.4737
2019-07-18,1896,United Kingdom,GBR,Europe,Tablet,5.0,0.3136
2019-07-18,4967,France,FRA,Europe,Mobile,117.39,0.4584
2019-07-18,2119,Mexico,MEX,North America,Mobile,73.33,0.4584
2019-07-18,107,Brazil,BRA,South America,Tablet,69.36,0.4894
2019-07-18,181,France,FRA,Europe,Desktop,170.29,0.4735
2019-07-18,5608,United States,USA,North America,Mobile,145.21,0.3894
2019-07-19,913,Canada,CAN,North America,Mobile,93.22,0.424
2019-07-19,775,China,CHN,Asia,Mobile,45.65,0.4566
2019-07-19,5509,Germany,DEU,Europe,Tablet,66.96,0.218
2019-07-19,248,United States,USA,North America,Desktop,132.35,0.4645
2019-07-19,746,China,CHN,Asia,Desktop,116.56,0.2679
2019-07-19,3740,India,IND,Asia,Desktop,120.59,0.2369
2019-07-19,1476,United Kingdom,GBR,Europe,Mobile,48.51,0.3236
2019-07-19,2613,Germany,DEU,Europe,Desktop,154.56,0.4797
2019-07-19,3204,Nigeria,NGA,Africa,Desktop,100.45,0.2749
2019-07-19,319,Germany,DEU,Europe,Desktop,123.88,0.4063
2019-07-20,117,South Africa,ZAF,Africa,Desktop,161.36,0.2987
2019-07-20,1052,China,CHN,Asia,Desktop,95.43,0.3956
2019-07-20,437,Germany,DEU,Europe,Mobile,22.89,0.3401
2019-07-20,575,United Kingdom,GBR,Europe,Desktop,144.53,0.3151
2019-07-20,6878,France,FRA,Europe,Desktop,146.63,0.3852
2019-07-20,5427,United States,USA,North America,Desktop,87.61,0.2853
2019-07-20,520,Brazil,BRA,South America,Desktop,103.14,0.2704
2019-07-20,2639,South Africa,ZAF,Africa,Mobile,124.27,0.421
2019-07-20,1779,Nigeria,NGA,Africa,Desktop,159.33,0.3633
2019-07-21,296,Nigeria,NGA,Africa,Tablet,74.02,0.2028
2019-07-21,4570,Brazil,BRA,South America,Desktop,121.54,0.3856
2019-07-21,3574,United States,USA,North America,Desktop,159.79,0.3034
2019-07-21,2667,Germany,DEU,Europe,Desktop,62.38,0.4323
2019-07-21,541,Australia,AUS,Oceania,Mobile,60.58,0.4719
2019-07-21,1034,Nigeria,NGA,Africa,Desktop,133.98,0.3466
2019-07-21,1906,India,IND,Asia,Mobile,118.42,0.2835
2019-07-21,509,Germany,DEU,Europe,Mobile,55.86,0.3293
2019-07-21,374,Australia,AUS,Oceania,Desktop,136.71,0.3242
2019-07-21,154,India,IND,Asia,Mobile,135.99,0.4804
2019-07-21,3119,Germany,DEU,Europe,Desktop,176.7,0.316
2019-07-22,3126,Canada,CAN,North America,Mobile,37.88,0.4963
2019-07-22,475,United States,USA,North America,Desktop,156.4,0.464
2019-07-22,612,Mexico,MEX,North America,Mobile,50.54,0.2105
2019-07-22,378,China,CHN,Asia,Mobile,51.97,0.2775
2019-07-22,1285,Brazil,BRA,South America,Mobile,119.48,0.482
2019-07-22,3961,Japan,JPN,Asia,Desktop,137.75,0.3166
2019-07-22,1512,Mexico,MEX,North America,Desktop,99.2,0.4339
2019-07-22,1381,United States,USA,North America,Mobile,5.0,0.4144
2019-07-22,3174,Japan,JPN,Asia,Mobile,56.64,0.2108
2019-07-22,4689,Mexico,MEX,North America,Desktop,97.36,0.4362
2019-07-23,3985,Nigeria,NGA,Africa,Desktop,187.31,0.3667
2019-07-23,2427,Australia,AUS,Oceania,Desktop,94.49,0.2521
2019-07-23,570,South Africa,ZAF,Africa,Mobile,56.11,0.4467
2019-07-23,2995,Brazil,BRA,South America,Mobile,145.22,0.3223
2019-07-23,2858,United States,USA,North America,Desktop,94.92,0.4128
2019-07-23,1079,Mexico,MEX,North America,Mobile,119.46,0.2863
2019-07-23,307,Germany,DEU,Europe,Mobile,131.19,0.4813
2019-07-23,1343,Nigeria,NGA,Africa,Desktop,127.75,0.2585
2019-07-23,632,Germany,DEU,Europe,Mobile,89.27,0.3953
2019-07-23,4077,Brazil,BRA,South America,Mobile,122.52,0.3806
2019-07-23,59,Canada,CAN,North America,Desktop,27.9,0.3687
2019-07-24,995,France,FRA,Europe,Desktop,104.66,0.4502
2019-07-24,617,Australia,AUS,Oceania,Desktop,99.78,0.2011
2019-07-24,2738,United States,USA,North America,Desktop,142.44,0.3377
2019-07-24,2199,Australia,AUS,Oceania,Desktop,109.4,0.3248
2019-07-24,3371,China,CHN,Asia,Desktop,105.34,0.4673
2019-07-24,1951,Brazil,BRA,South America,Mobile,140.83,0.4825
2019-07-24,121,South Africa,ZAF,Africa,Mobile,97.28,0.4231
2019-07-24,7579,India,IND,Asia,Desktop,127.25,0.3471
2019-07-25,4214,Australia,AUS,Oceania,Desktop,88.07,0.3968
2019-07-25,3055,India,IND,Asia,Desktop,97.73,0.3481
2019-07-25,1946,Australia,AUS,Oceania,Desktop,136.0,0.2264
2019-07-25,4669,France,FRA,Europe,Desktop,152.39,0.3708
2019-07-25,3104,India,IND,Asia,Desktop,66.6,0.457
2019-07-25,959,South Africa,ZAF,Africa,Mobile,43.2,0.4136
2019-07-25,1639,Brazil,BRA,South America,Desktop,104.12,0.4351
2019-07-26,755,South Africa,ZAF,Africa,Mobile,33.94,0.4003
2019-07-26,749,Brazil,BRA,South America,Mobile,66.83,0.2345
2019-07-26,682,Canada,CAN,North America,Desktop,124.41,0.3072
2019-07-26,226,Germany,DEU,Europe,Mobile,76.31,0.22
2019-07-26,1012,Nigeria,NGA,Africa,Desktop,132.44,0.3469
2019-07-26,5077,Nigeria,NGA,Africa,Desktop,103.93,0.2139
2019-07-26,6058,South Africa,ZAF,Africa,Desktop,131.63,0.2344
2019-07-26,1553,United Kingdom,GBR,Europe,Mobile,70.11,0.2612
2019-07-26,839,Japan,JPN,Asia,Desktop,123.52,0.4835
2019-07-26,736,Mexico,MEX,North America,Desktop,131.01,0.3255
2019-07-26,2414,Brazil,BRA,South America,Mobile,86.86,0.3083
2019-07-27,1465,Germany,DEU,Europe,Desktop,123.82,0.2035
2019-07-27,2144,United Kingdom,GBR,Europe,Mobile,95.4,0.3487
2019-07-27,3018,Nigeria,NGA,Africa,Desktop,107.66,0.4852
2019-07-27,2933,Mexico,MEX,North America,Desktop,70.59,0.3147
2019-07-27,2462,India,IND,Asia,Mobile,98.57,0.4126
2019-07-27,4235,Australia,AUS,Oceania,Desktop,74.39,0.3454
2019-07-27,993,Germany,DEU,Europe,Mobile,65.49,0.2193
2019-07-27,1010,Germany,DEU,Europe,Desktop,152.64,0.4717
2019-07-27,1413,Japan,JPN,Asia,Desktop,127.89,0.3011
2019-07-28,482,Australia,AUS,Oceania,Desktop,142.8,0.439
2019-07-28,869,Canada,CAN,North America,Mobile,158.52,0.4523
2019-07-28,1131,Canada,CAN,North America,Desktop,172.67,0.4797
2019-07-28,6212,United States,USA,North America,Desktop,66.46,0.4209
2019-07-28,11137,South Africa,ZAF,Africa,Mobile,5.0,0.3204
2019-07-29,4050,Mexico,MEX,North America,Desktop,116.51,0.4879
2019-07-29,1091,Canada,CAN,North America,Mobile,32.39,0.3443
2019-07-29,1940,France,FRA,Europe,Desktop,108.3,0.3012
2019-07-29,11536,France,FRA,Europe,Mobile,103.27,0.2767
2019-07-29,757,Japan,JPN,Asia,Tablet,54.13,0.319
2019-07-29,13,Mexico,MEX,North America,Mobile,5.0,0.4058
2019-07-29,1329,Germany,DEU,Europe,Mobile,61.14,0.2305
2019-07-30,2391,Canada,CAN,North America,Desktop,101.07,0.2438
2019-07-30,990,United Kingdom,GBR,Europe,Desktop,100.84,0.3057
2019-07-30,3638,South Africa,ZAF,Africa,Mobile,120.72,0.3786
2019-07-30,327,Brazil,BRA,South America,Mobile,5.0,0.2533
2019-07-30,2004,Brazil,BRA,South America,Mobile,11.81,0.3924
2019-07-30,594,South Africa,ZAF,Africa,Desktop,155.16,0.4109
2019-07-30,2702,Japan,JPN,Asia,Mobile,98.24,0.3662
2019-07-30,189,South Africa,ZAF,Africa,Mobile,29.55,0.3478
2019-07-30,2019,Germany,DEU,Europe,Desktop,124.46,0.4749
2019-07-30,5399,India,IND,Asia,Mobile,68.76,0.4893
2019-07-31,161,South Africa,ZAF,Africa,Desktop,97.52,0.3582
2019-07-31,475,India,IND,Asia,Tablet,73.91,0.3623
2019-07-31,337,Canada,CAN,North America,Tablet,50.6,0.3938
2019-07-31,3980,South Africa,ZAF,Africa,Tablet,115.14,0.3222
2019-07-31,2328,Germany,DEU,Europe,Desktop,111.37,0.2605
2019-07-31,3404,France,FRA,Europe,Mobile,77.35,0.4638
2019-07-31,6185,China,CHN,Asia,Mobile,127.78,0.2372
2019-07-31,336,China,CHN,Asia,Desktop,122.69,0.3316
2019-07-31,2981,Brazil,BRA,South America,Mobile,63.63,0.248
2019-08-01,458,Canada,CAN,North America,Mobile,72.14,0.479
2019-08-01,3552,Brazil,BRA,South America,Mobile,105.18,0.4574
2019-08-01,2323,Canada,CAN,North America,Desktop,116.56,0.2744
2019-08-01,3950,Nigeria,NGA,Africa,Mobile,16.96,0.3577
2019-08-01,365,Mexico,MEX,North America,Desktop,93.32,0.3637
2019-08-01,2334,India,IND,Asia,Desktop,90.84,0.3536
2019-08-01,1436,Brazil,BRA,South America,Desktop,119.06,0.3358
2019-08-01,1710,Australia,AUS,Oceania,Mobile,5.0,0.2763
2019-08-01,231,Japan,JPN,Asia,Desktop,147.69,0.4737
2019-08-01,3462,South Africa,ZAF,Africa,Desktop,164.39,0.4865
2019-08-01,873,United States,USA,North America,Mobile,63.74,0.2856
2019-08-02,1049,Australia,AUS,Oceania,Mobile,8.67,0.3034
2019-08-02,10902,Germany,DEU,Europe,Mobile,90.54,0.2561
2019-08-02,350,United Kingdom,GBR,Europe,Mobile,91.27,0.4852
2019-08-02,4887,Canada,CAN,North America,Mobile,97.45,0.4202
2019-08-02,2664,France,FRA,Europe,Mobile,53.88,0.2368
2019-08-03,1448,Nigeria,NGA,Africa,Tablet,63.81,0.2384
2019-08-03,1311,Mexico,MEX,North America,Desktop,114.68,0.2038
2019-08-03,3875,Brazil,BRA,South America,Desktop,57.1,0.2703
2019-08-03,915,China,CHN,Asia,Mobile,5.0,0.4093
2019-08-03,3200,China,CHN,Asia,Mobile,112.98,0.4052
2019-08-03,402,Australia,AUS,Oceania,Mobile,85.11,0.3208
2019-08-03,2734,United Kingdom,GBR,Europe,Desktop,123.99,0.4017
2019-08-03,1129,United Kingdom,GBR,Europe,Desktop,105.07,0.4752
2019-08-03,2029,Germany,DEU,Europe,Mobile,52.84,0.3456
2019-08-03,1109,Canada,CAN,North America,Mobile,110.4,0.4656
2019-08-03,1947,South Africa,ZAF,Africa,Tablet,127.48,0.2806
2019-08-04,71,China,CHN,Asia,Desktop,150.61,0.4337
2019-08-04,647,Nigeria,NGA,Africa,Mobile,20.79,0.4262
2019-08-04,3685,South Africa,ZAF,Africa,Desktop,137.89,0.3718
2019-08-04,3035,China,CHN,Asia,Desktop,115.59,0.4491
2019-08-04,1884,India,IND,Asia,Desktop,141.11,0.3034
2019-08-04,6044,India,IND,Asia,Desktop,119.56,0.4082
2019-08-04,1051,Germany,DEU,Europe,Desktop,66.65,0.3962
2019-08-04,2403,India,IND,Asia,Mobile,18.6,0.2971
2019-08-04,207,United States,USA,North America,Mobile,111.15,0.4187
2019-08-04,282,Australia,AUS,Oceania,Desktop,99.16,0.4617
2019-08-05,1032,Nigeria,NGA,Africa,Mobile,89.91,0.3226
2019-08-05,2032,Germany,DEU,Europe,Mobile,49.07,0.3337
2019-08-05,1707,France,FRA,Europe,Desktop,49.43,0.4523
2019-08-05,339,India,IND,Asia,Desktop,95.48,0.2901
2019-08-05,814,Nigeria,NGA,Africa,Mobile,45.5,0.2175
2019-08-05,5383,China,CHN,Asia,Tablet,106.29,0.4561
2019-08-05,859,Australia,AUS,Oceania,Tablet,80.29,0.3206
2019-08-05,593,United States,USA,North America,Desktop,135.01,0.4626
2019-08-05,5656,United Kingdom,GBR,Europe,Mobile,56.21,0.2805
2019-08-05,735,China,CHN,Asia,Desktop,136.9,0.3762
2019-08-05,1442,Mexico,MEX,North America,Tablet,55.15,0.3629
2019-08-06,3897,Germany,DEU,Europe,Mobile,154.19,0.318
2019-08-06,10100,Brazil,BRA,South America,Desktop,131.55,0.26
2019-08-06,4536,Canada,CAN,North America,Mobile,19.27,0.3524
2019-08-06,897,Canada,CAN,North America,Tablet,148.17,0.2612
2019-08-06,1117,China,CHN,Asia,Desktop,116.13,0.258
2019-08-07,562,France,FRA,Europe,Mobile,130.76,0.3008
2019-08-07,1792,Mexico,MEX,North America,Mobile,46.37,0.3997
2019-08-07,193,United States,USA,North America,Mobile,63.91,0.246
2019-08-07,76,Mexico,MEX,North America,Desktop,114.73,0.2908
2019-08-07,1615,United States,USA,North America,Desktop,101.23,0.2488
2019-08-07,1586,Japan,JPN,Asia,Mobile,42.67,0.2367
2019-08-07,4111,Brazil,BRA,South America,Mobile,65.44,0.4836
2019-08-07,620,Nigeria,NGA,Africa,Mobile,120.16,0.2383
2019-08-07,3924,France,FRA,Europe,Mobile,28.11,0.3835
2019-08-07,3643,China,CHN,Asia,Desktop,163.95,0.4172
2019-08-07,2153,Germany,DEU,Europe,Mobile,114.85,0.243
2019-08-08,71,Australia,AUS,Oceania,Mobile,186.89,0.2553
2019-08-08,4943,Brazil,BRA,South America,Desktop,114.57,0.2496
2019-08-08,2109,Brazil,BRA,South America,Desktop,118.55,0.4815
2019-08-08,2478,United Kingdom,GBR,Europe,Desktop,127.25,0.2803
2019-08-08,4144,Australia,AUS,Oceania,Desktop,167.16,0.3023
2019-08-08,7065,Japan,JPN,Asia,Desktop,83.2,0.3322
2019-08-09,299,United States,USA,North America,Mobile,54.15,0.4165
2019-08-09,52,Mexico,MEX,North America,Mobile,107.69,0.28
2019-08-09,2681,China,CHN,Asia,Desktop,134.11,0.3184
2019-08-09,3576,Nigeria,NGA,Africa,Desktop,148.85,0.3959
2019-08-09,929,China,CHN,Asia,Desktop,82.28,0.4389
2019-08-09,2657,United Kingdom,GBR,Europe,Mobile,50.08,0.2656
2019-08-09,6996,Canada,CAN,North America,Desktop,116.26,0.2234
2019-08-09,1611,Canada,CAN,North America,Desktop,108.06,0.4526
2019-08-09,1300,South Africa,ZAF,Africa,Tablet,101.93,0.3089
2019-08-09,376,United States,USA,North America,Desktop,117.95,0.4595
2019-08-10,205,Nigeria,NGA,Africa,Desktop,121.41,0.2457
2019-08-10,6458,Germany,DEU,Europe,Desktop,100.63,0.4602
2019-08-10,1066,United States,USA,North America,Mobile,120.08,0.2416
2019-08-10,1586,Japan,JPN,Asia,Mobile,166.02,0.3456
2019-08-10,1424,Brazil,BRA,South America,Mobile,117.41,0.3523
2019-08-10,1812,South Africa,ZAF,Africa,Desktop,154.28,0.3191
2019-08-10,5577,Canada,CAN,North America,Desktop,52.39,0.4299
2019-08-10,2280,Nigeria,NGA,Africa,Desktop,111.7,0.4685
2019-08-11,7902,Nigeria,NGA,Africa,Desktop,96.31,0.354
2019-08-11,3931,China,CHN,Asia,Desktop,112.75,0.4869
2019-08-11,390,Canada,CAN,North America,Desktop,155.99,0.2135
2019-08-11,1273,Japan,JPN,Asia,Desktop,102.67,0.4486
2019-08-11,813,Nigeria,NGA,Africa,Desktop,83.87,0.2112
2019-08-11,527,Germany,DEU,Europe,Mobile,77.28,0.2758
2019-08-11,1410,Australia,AUS,Oceania,Desktop,164.11,0.3361
2019-08-11,1506,Japan,JPN,Asia,Desktop,100.81,0.2851
2019-08-11,662,Australia,AUS,Oceania,Mobile,55.63,0.2521
2019-08-11,728,Brazil,BRA,South America,Mobile,78.05,0.3678
2019-08-11,1183,France,FRA,Europe,Mobile,80.49,0.2591
2019-08-12,1084,Australia,AUS,Oceania,Desktop,102.37,0.3129
2019-08-12,4995,Germany,DEU,Europe,Desktop,111.27,0.2438
2019-08-12,791,United States,USA,North America,Mobile,140.61,0.4322
2019-08-12,610,South Africa,ZAF,Africa,Desktop,145.32,0.2252
2019-08-12,1472,Nigeria,NGA,Africa,Mobile,76.01,0.4424
2019-08-12,1230,United Kingdom,GBR,Europe,Desktop,134.09,0.216
2019-08-12,7485,Germany,DEU,Europe,Mobile,140.59,0.2399
2019-08-12,575,Brazil,BRA,South America,Desktop,143.61,0.405
2019-08-12,212,Germany,DEU,Europe,Mobile,74.89,0.2551
2019-08-12,46,Canada,CAN,North America,Desktop,124.28,0.247
2019-08-12,1806,India,IND,Asia,Desktop,46.95,0.4874
2019-08-13,6441,United Kingdom,GBR,Europe,Desktop,134.34,0.2049
2019-08-13,3783,India,IND,Asia,Desktop,129.65,0.2815
2019-08-13,610,India,IND,Asia,Mobile,52.02,0.3487
2019-08-13,1147,India,IND,Asia,Desktop,135.11,0.4615
2019-08-13,482,United States,USA,North America,Mobile,59.15,0.4139
2019-08-13,846,Mexico,MEX,North America,Desktop,63.84,0.4049
2019-08-13,2241,Mexico,MEX,North America,Desktop,92.71,0.3988
2019-08-13,5029,China,CHN,Asia,Mobile,129.38,0.2475
2019-08-14,1946,China,CHN,Asia,Mobile,52.98,0.3167
2019-08-14,549,Nigeria,NGA,Africa,Desktop,84.04,0.3457
2019-08-14,15340,United Kingdom,GBR,Europe,Mobile,32.21,0.3301
2019-08-14,308,France,FRA,Europe,Desktop,103.59,0.4176
2019-08-14,457,India,IND,Asia,Mobile,59.97,0.2691
2019-08-14,2559,India,IND,Asia,Desktop,96.17,0.4287
2019-08-15,3616,United Kingdom,GBR,Europe,Desktop,106.64,0.2575
2019-08-15,3422,India,IND,Asia,Desktop,171.37,0.3763
2019-08-15,3905,Mexico,MEX,North America,Desktop,88.02,0.3931
2019-08-15,9236,Germany,DEU,Europe,Desktop,56.27,0.3738
2019-08-15,753,India,IND,Asia,Mobile,118.92,0.2444
2019-08-16,1466,United States,USA,North America,Desktop,101.25,0.3912
2019-08-16,1107,China,CHN,Asia,Desktop,90.33,0.3449
2019-08-16,333,Japan,JPN,Asia,Mobile,98.39,0.3585
